# This file contains input output values for the DOM efficiency distribution (eff vs. wavelength)
2.6e-07	3.0138649852062627e-06
2.7e-07	3.0138649852062627e-06
2.8e-07	3.0138649852062627e-06
2.9e-07	3.0138649852062627e-06
3e-07	1.0267002320888015e-06
3.1e-07	6.254743761493125e-05
3.2e-07	0.0002595622437067049
3.3e-07	0.0007918857613558441
3.4e-07	0.001681443505664267
3.5e-07	0.0028652737154929923
3.6e-07	0.003484273994637413
3.7e-07	0.004231041932782404
3.8e-07	0.004635878522477145
3.9e-07	0.0049405394380254986
4e-07	0.005183061167097612
4.1e-07	0.00533501093302049
4.2e-07	0.00534486688156329
4.3e-07	0.005209499398733748
4.4e-07	0.0050487680293698906
4.5e-07	0.004879301767221658
4.6e-07	0.004659999905545874
4.7e-07	0.004348878906189612
4.8e-07	0.004087957849482384
4.9e-07	0.0038875317641390433
5e-07	0.0037259782872190103
5.1e-07	0.0035324980765122304
5.2e-07	0.0031005132532010184
5.3e-07	0.0024913502383367564
5.4e-07	0.0020454316261614815
5.5e-07	0.0017555499623616686
5.6e-07	0.0015545213095481754
5.7e-07	0.0013645350559551462
5.8e-07	0.0011834098139193166
5.9e-07	0.0009863141983916233
6e-07	0.0008110511437592123
6.1e-07	0.0006330555157156461
6.2e-07	0.0004926386109075411
6.3e-07	0.00033636437239654694
6.4e-07	0.00022625801265679612
6.5e-07	0.00013597985953758102
6.6e-07	8.325287036643276e-05
6.7e-07	5.345100434846295e-05
6.8e-07	2.3782964361654856e-05
